aid,tid,capacity,role,charid,impid,voice,epid,sid
Chris Redd,2019051111,cast,Marcus,,,FALSE,20190511,44
Cecily Strong,2019051111,cast,Carla,,,FALSE,20190511,44
Kenan Thompson,2019051111,cast,Sherman Coles,,,FALSE,20190511,44
Jonas Brothers,2019051112,music,,,,FALSE,20190511,44
Emma Thompson,2019051113,host,Maggie Smith,,4000.0,FALSE,20190511,44
Mikey Day,2019051113,cast,Will,,,FALSE,20190511,44
Kate McKinnon,2019051113,cast,Thomas,,,FALSE,20190511,44
Alex Moffat,2019051113,cast,Matthew,,,FALSE,20190511,44
Kyle Mooney,2019051113,cast,Frank Parisi,,,FALSE,20190511,44
Ego Nwodim,2019051113,cast,Belle,,,FALSE,20190511,44
Chris Redd,2019051113,cast,delivery man,,,FALSE,20190511,44
Cecily Strong,2019051113,cast,Mary,,,FALSE,20190511,44
Kenan Thompson,2019051113,cast,Fiddler,,,FALSE,20190511,44
Jon Hamm,2019051114,cameo,,,,FALSE,20190511,44
Beck Bennett,201905041,cast,Thanos,,,FALSE,20190504,44
Mikey Day,201905041,cast,Tormund,,,FALSE,20190504,44
Steve Higgins,201905041,cast,announcer,,,TRUE,20190504,44
Leslie Jones,201905041,cast,Groot,,,FALSE,20190504,44
Kate McKinnon,201905041,cast,Brienne,,,FALSE,20190504,44
Alex Moffat,201905041,cast,Thor,,,FALSE,20190504,44
Kyle Mooney,201905041,cast,Bran,,,FALSE,20190504,44
Ego Nwodim,201905041,cast,Okoye,,,FALSE,20190504,44
Cecily Strong,201905041,cast,Melisandre,,,FALSE,20190504,44
Kenan Thompson,201905041,cast,Steve Harvey,,2289.0,FALSE,20190504,44
Melissa Villasenor,201905041,cast,Arya,,,FALSE,20190504,44
Adam Sandler,201905042,host,,,,FALSE,20190504,44
Chris Rock,201905042,cameo,,,,FALSE,20190504,44
Pete Davidson,201905042,cast,,,,FALSE,20190504,44
Adam Sandler,201905043,host,lieutenant,,,FALSE,20190504,44
Beck Bennett,201905043,cast,Arthur Wenzel,,,FALSE,20190504,44
Mikey Day,201905043,cast,Brian Makins,,,FALSE,20190504,44
Cecily Strong,201905043,cast,Brooke Baldwin,,3575.0,FALSE,20190504,44
Adam Sandler,201905044,host,singer,,,FALSE,20190504,44
Beck Bennett,201905044,cast,singer,,,FALSE,20190504,44
Kyle Mooney,201905044,cast,singer,,,FALSE,20190504,44
Adam Sandler,201905045,host,Joe Romano,,,FALSE,20190504,44
Aidy Bryant,201905045,cast,customer,,,FALSE,20190504,44
Steve Higgins,201905045,cast,announcer,,,TRUE,20190504,44
Kate McKinnon,201905045,cast,customer,,,FALSE,20190504,44
Alex Moffat,201905045,cast,customer,,,FALSE,20190504,44
Kenan Thompson,201905045,cast,customer,,,FALSE,20190504,44
Adam Sandler,201905046,host,,,,FALSE,20190504,44
Shawn Mendes,201905046,music,Shawn,,,FALSE,20190504,44
Allen Covert,201905046,cameo,,,,FALSE,20190504,44
Jimmy Fallon,201905046,cameo,Pop-Pop,,,FALSE,20190504,44
Kristen Wiig,201905046,cameo,Mom,,,FALSE,20190504,44
Beck Bennett,201905046,cast,relative,,,FALSE,20190504,44
Aidy Bryant,201905046,cast,Janet Sandler-Baker,,,FALSE,20190504,44
Pete Davidson,201905046,cast,relative,,,FALSE,20190504,44
Mikey Day,201905046,cast,Cousin Ray,,,FALSE,20190504,44
Leslie Jones,201905046,cast,Chubbs,,,FALSE,20190504,44
Kyle Mooney,201905046,cast,Cousin Matt,,,FALSE,20190504,44
Chris Redd,201905046,cast,waiter,,,FALSE,20190504,44
Kenan Thompson,201905046,cast,Ron Baker,,,FALSE,20190504,44
Melissa Villasenor,201905046,cast,relative,,,FALSE,20190504,44
Adam Sandler,201905047,host,father,,,FALSE,20190504,44
Beck Bennett,201905047,cast,son,,,FALSE,20190504,44
Aidy Bryant,201905047,cast,Maureen,,,FALSE,20190504,44
Heidi Gardner,201905047,cast,Emily,,,FALSE,20190504,44
Cecily Strong,201905047,cast,announcer,,,TRUE,20190504,44
Shawn Mendes,201905048,music,,,,FALSE,20190504,44
Darrell Hammond,201905049,cast,announcer,,,TRUE,20190504,44
Colin Jost,201905049,cast,,,,FALSE,20190504,44
Michael Che,201905049,cast,,,,FALSE,20190504,44
Kate McKinnon,201905049,cast,Elizabeth Warren,,3756.0,FALSE,20190504,44
Adam Sandler,201905049,host,Opera Man,348.0,,FALSE,20190504,44
Adam Sandler,2019050410,host,Bernie Letzman,,,FALSE,20190504,44
Kristen Wiig,2019050410,cameo,Melba Letzman-Toast,,,FALSE,20190504,44
Kate McKinnon,2019050410,cast,Sheila Sovage,901.0,,FALSE,20190504,44
Kenan Thompson,2019050410,cast,Anthony,900.0,,FALSE,20190504,44
Shawn Mendes,2019050411,music,,,,FALSE,20190504,44
Adam Sandler,2019050412,host,,,,FALSE,20190504,44
Michael Keaton,201904131,cameo,Julian Assange,,3987.0,FALSE,20190413,44
Pete Davidson,201904131,cast,Michael Avenatti,,3968.0,FALSE,20190413,44
Steve Higgins,201904131,cast,announcer,,,TRUE,20190413,44
Kate McKinnon,201904131,cast,Lori Loughlin,,3988.0,FALSE,20190413,44
Alex Moffat,201904131,cast,guard,,,FALSE,20190413,44
Kyle Mooney,201904131,cast,inmate,,,FALSE,20190413,44
Chris Redd,201904131,cast,inmate,,,FALSE,20190413,44
Gary Richardson,201904131,cast,Brother Wise,,,FALSE,20190413,44
Kenan Thompson,201904131,cast,inmate,,,FALSE,20190413,44
Melissa Villasenor,201904131,cast,Tekashi 6ix9ine,,3989.0,FALSE,20190413,44
Emma Stone,201904132,host,,,,FALSE,20190413,44
Aidy Bryant,201904132,cast,,,,FALSE,20190413,44
Kate McKinnon,201904132,cast,,,,FALSE,20190413,44
Kyle Mooney,201904132,cast,,,,FALSE,20190413,44
Chris Redd,201904132,cast,,,,FALSE,20190413,44
Kenan Thompson,201904132,cast,,,,FALSE,20190413,44
Melissa Villasenor,201904132,cast,,,,FALSE,20190413,44
Emma Stone,201904133,host,Brandi Knox,,,FALSE,20190413,44
Emma Stone,201904133,host,Krissy Knox,1022.0,,FALSE,20190413,44
Beck Bennett,201904133,cast,Mad Dog Doogan,,,FALSE,20190413,44
Pete Davidson,201904133,cast,kid,,,FALSE,20190413,44
Mikey Day,201904133,cast,Lil' Percocet,,,FALSE,20190413,44
Ego Nwodim,201904133,cast,Jaguara,,,FALSE,20190413,44
Kenan Thompson,201904133,cast,Black Puma,,,FALSE,20190413,44
Emma Stone,201904134,host,girl,,,FALSE,20190413,44
Aidy Bryant,201904134,cast,girl,,,FALSE,20190413,44
Heidi Gardner,201904134,cast,girl,,,FALSE,20190413,44
Kate McKinnon,201904134,cast,girl,,,FALSE,20190413,44
Ego Nwodim,201904134,cast,girl,,,FALSE,20190413,44
Cecily Strong,201904134,cast,announcer,,,TRUE,20190413,44
Emma Stone,201904135,host,Jenny McCarthy,,3990.0,FALSE,20190413,44
Beck Bennett,201904135,cast,announcer,,,TRUE,20190413,44
Aidy Bryant,201904135,cast,Meghan McCain,,3889.0,FALSE,20190413,44
Leslie Jones,201904135,cast,Whoopi Goldberg,,3867.0,FALSE,20190413,44
Kate McKinnon,201904135,cast,Joy Behar,,3992.0,FALSE,20190413,44
Cecily Strong,201904135,cast,Abby Huntsman,,3991.0,FALSE,20190413,44
Melissa Villasenor,201904135,cast,Ana Navarro,,3993.0,FALSE,20190413,44
Emma Stone,201904136,host,,,,FALSE,20190413,44
Gena Rositano,201904136,cast,,,,FALSE,20190413,44
Melissa Villasenor,201904136,cast,,,,FALSE,20190413,44
Emma Stone,201904137,host,woman,,,FALSE,20190413,44
Beck Bennett,201904137,cast,brother,,,FALSE,20190413,44
Leslie Jones,201904137,cast,woman,,,FALSE,20190413,44
Ego Nwodim,201904137,cast,woman,,,FALSE,20190413,44
Cecily Strong,201904137,cast,woman,,,FALSE,20190413,44
Kenan Thompson,201904137,cast,Dwayne,,,FALSE,20190413,44
Melissa Villasenor,201904137,cast,woman,,,FALSE,20190413,44
BTS,201904138,music,,,,FALSE,20190413,44
Darrell Hammond,201904139,cast,announcer,,,TRUE,20190413,44
Colin Jost,201904139,cast,,,,FALSE,20190413,44
Michael Che,201904139,cast,,,,FALSE,20190413,44
Aidy Bryant,201904139,cast,Carrie Krum,1069.0,,FALSE,20190413,44
Mikey Day,201904139,cast,Nico Slobkin,1070.0,,FALSE,20190413,44
Heidi Gardner,201904139,cast,Brie Bacardi,1071.0,,FALSE,20190413,44
Emma Stone,2019041310,host,Tinsley Granger-Gash,,,FALSE,20190413,44
Beck Bennett,2019041310,cast,Prince Charles,,3884.0,FALSE,20190413,44
Aidy Bryant,2019041310,cast,James Corden,,3803.0,FALSE,20190413,44
Pete Davidson,2019041310,cast,Ringo Starr,,3995.0,FALSE,20190413,44
Mikey Day,2019041310,cast,Prince Harry,,3834.0,FALSE,20190413,44
Kate McKinnon,2019041310,cast,Queen Elizabeth,,3886.0,FALSE,20190413,44
Alex Moffat,2019041310,cast,Prince William,,3833.0,FALSE,20190413,44
Ego Nwodim,2019041310,cast,cousin,,,FALSE,20190413,44
Chris Redd,2019041310,cast,21 Savage,,3994.0,FALSE,20190413,44
Cecily Strong,2019041310,cast,Kate Middleton,,3885.0,FALSE,20190413,44
Kenan Thompson,2019041310,cast,Charlie,,,FALSE,20190413,44
BTS,2019041311,music,,,,FALSE,20190413,44
Emma Stone,2019041312,host,Grace,,,FALSE,20190413,44
Pablo Thomas,2019041312,filmed,Jared,,,FALSE,20190413,44
Ty Mitchell,2019041312,filmed,godson,,,FALSE,20190413,44
Beck Bennett,2019041312,cast,director,,,FALSE,20190413,44
Emma Stone,2019041313,host,Sofia Patudi,,,FALSE,20190413,44
Beck Bennett,2019041313,cast,announcer,,,TRUE,20190413,44
Kyle Mooney,2019041313,cast,Enzo Patudi,,,FALSE,20190413,44
Cecily Strong,2019041313,cast,Leezan Chalmers,,,FALSE,20190413,44
Kenan Thompson,2019041313,cast,Trett Chalmers,,,FALSE,20190413,44
Jason Sudeikis,201904061,cameo,Joe Biden,,2638.0,FALSE,20190406,44
Aidy Bryant,201904061,cast,Jennifer,,,FALSE,20190406,44
Leslie Jones,201904061,cast,Mrs. Douglas,,,FALSE,20190406,44
Kate McKinnon,201904061,cast,Gwen,,,FALSE,20190406,44
Cecily Strong,201904061,cast,Jackie,,,FALSE,20190406,44
Kenan Thompson,201904061,cast,Gary,,,FALSE,20190406,44
Kit Harington,201904062,host,,,,FALSE,20190406,44
Emilia Clarke,201904062,cameo,,,,FALSE,20190406,44
John Bradley,201904062,cameo,,,,FALSE,20190406,44
Rose Leslie,201904062,cameo,,,,FALSE,20190406,44
Pete Davidson,201904062,cast,Night King,,,FALSE,20190406,44
Gary Richardson,201904062,cast,audience member,,,FALSE,20190406,44
Kit Harington,201904063,host,Joshua,,,FALSE,20190406,44
Aidy Bryant,201904063,cast,Aunt Patti,,,FALSE,20190406,44
Mikey Day,201904063,cast,Lucas,,,FALSE,20190406,44
Steve Higgins,201904063,cast,announcer,,,TRUE,20190406,44
Leslie Jones,201904063,cast,Aunt Ro,,,FALSE,20190406,44
Kate McKinnon,201904063,cast,Aunt Eileen,,,FALSE,20190406,44
Kyle Mooney,201904063,cast,Devon,,,FALSE,20190406,44
Chris Redd,201904063,cast,Daniel,,,FALSE,20190406,44
Cecily Strong,201904063,cast,Aunt Carla,,,FALSE,20190406,44
Kenan Thompson,201904063,cast,judge,,,FALSE,20190406,44
Kit Harington,201904064,host,Jon Snow,,,FALSE,20190406,44
Ice-T,201904064,cameo,Odafin Tutuola,,,FALSE,20190406,44
Mariska Hargitay,201904064,cameo,Olivia Benson,,,FALSE,20190406,44
Beck Bennett,201904064,cast,Hodor,,,FALSE,20190406,44
Beck Bennett,201904064,cast,announcer,,,TRUE,20190406,44
Pete Davidson,201904064,cast,improviser,,,FALSE,20190406,44
Mikey Day,201904064,cast,improviser,,,FALSE,20190406,44
Heidi Gardner,201904064,cast,Ygritte,,,FALSE,20190406,44
Alex Moffat,201904064,cast,Kevin,,,TRUE,20190406,44
Kyle Mooney,201904064,cast,Sam,,,FALSE,20190406,44
Cecily Strong,201904064,cast,Gilly,,,FALSE,20190406,44
Kit Harington,201904065,host,impersonator,,,FALSE,20190406,44
Beck Bennett,201904065,cast,audience member,,,FALSE,20190406,44
Mikey Day,201904065,cast,announcer,,,TRUE,20190406,44
Heidi Gardner,201904065,cast,audience member,,,FALSE,20190406,44
Leslie Jones,201904065,cast,audience member,,,FALSE,20190406,44
Kate McKinnon,201904065,cast,Macaulay Culkin,,,FALSE,20190406,44
Kenan Thompson,201904065,cast,Dean Martin,,,FALSE,20190406,44
Kit Harington,201904066,host,Damien,,,FALSE,20190406,44
Pete Davidson,201904066,cast,guy,,,FALSE,20190406,44
Mikey Day,201904066,cast,Ethan,,,FALSE,20190406,44
Heidi Gardner,201904066,cast,computer voice,,,TRUE,20190406,44
Alex Moffat,201904066,cast,salesman,,,FALSE,20190406,44
Ego Nwodim,201904066,cast,Nox,,,FALSE,20190406,44
Chris Redd,201904066,cast,zombie,,,FALSE,20190406,44
Sara Bareilles,201904067,music,,,,FALSE,20190406,44
Darrell Hammond,201904068,cast,announcer,,,TRUE,20190406,44
Colin Jost,201904068,cast,,,,FALSE,20190406,44
Michael Che,201904068,cast,,,,FALSE,20190406,44
Alex Moffat,201904068,cast,Terry Fink,,,FALSE,20190406,44
Kenan Thompson,201904068,cast,Charles Barkley,,2634.0,FALSE,20190406,44
Kit Harington,201904069,host,Brian,,,FALSE,20190406,44
Aidy Bryant,201904069,cast,friend,,,FALSE,20190406,44
Leslie Jones,201904069,cast,friend,,,FALSE,20190406,44
Kate McKinnon,201904069,cast,Mary,,,FALSE,20190406,44
Ego Nwodim,201904069,cast,friend,,,FALSE,20190406,44
Cecily Strong,201904069,cast,Erin,,,FALSE,20190406,44
Melissa Villasenor,201904069,cast,friend,,,FALSE,20190406,44
Kit Harington,2019040610,host,Winston Churchill,,3985.0,FALSE,20190406,44
Sara Bareilles,2019040610,music,,,,FALSE,20190406,44
Kate McKinnon,2019040610,cast,Theresa May,,3820.0,FALSE,20190406,44
Alex Moffat,2019040610,cast,Jeremy Corbyn,,3986.0,FALSE,20190406,44
Kit Harington,2019040611,host,Ryan,,,FALSE,20190406,44
Beck Bennett,2019040611,cast,Danny,,,FALSE,20190406,44
Mikey Day,2019040611,cast,Lance,,,FALSE,20190406,44
Kyle Mooney,2019040611,cast,J.B.,,,FALSE,20190406,44
Cecily Strong,2019040611,cast,Gina,,,FALSE,20190406,44
Sara Bareilles,2019040612,music,,,,FALSE,20190406,44
Kit Harington,2019040613,host,Eric,,,FALSE,20190406,44
Pete Davidson,2019040613,cast,Marcus,,,FALSE,20190406,44
Leslie Jones,2019040613,cast,Dr. Yvonne DeMarcia,,,FALSE,20190406,44
Cecily Strong,2019040613,cast,Christine,,,FALSE,20190406,44
Alec Baldwin,201903301,cameo,Donald Trump,,3692.0,FALSE,20190330,44
Robert DeNiro,201903301,cameo,Robert Mueller,,3878.0,FALSE,20190330,44
Aidy Bryant,201903301,cast,William Barr,,3979.0,FALSE,20190330,44
Steve Higgins,201903301,cast,announcer,,,TRUE,20190330,44
Kate McKinnon,201903301,cast,Rudy Giuliani,,3882.0,FALSE,20190330,44
Sandra Oh,201903302,host,,,,FALSE,20190330,44
Leslie Jones,201903302,cast,,,,FALSE,20190330,44
Ego Nwodim,201903303,cast,wife,,,FALSE,20190330,44
Cecily Strong,201903303,cast,announcer,,,TRUE,20190330,44
Kenan Thompson,201903303,cast,husband,,,FALSE,20190330,44
Sandra Oh,201903304,host,manager,,,FALSE,20190330,44
Mikey Day,201903304,cast,executive,,,FALSE,20190330,44
Kate McKinnon,201903304,cast,executive,,,FALSE,20190330,44
Ego Nwodim,201903304,cast,executive,,,FALSE,20190330,44
Chris Redd,201903304,cast,Jussie Smollett,,3972.0,FALSE,20190330,44
Kenan Thompson,201903304,cast,Lee Daniels,,3980.0,FALSE,20190330,44
Sandra Oh,201903305,host,lady,,,FALSE,20190330,44
Beck Bennett,201903305,cast,Mr. Atheron,,,FALSE,20190330,44
Pete Davidson,201903305,cast,Mr. Everly,,,FALSE,20190330,44
Kenan Thompson,201903305,cast,referee,,,FALSE,20190330,44
Melissa Villasenor,201903305,cast,lady,,,FALSE,20190330,44
Sandra Oh,201903306,host,Tishy,,,FALSE,20190330,44
Beck Bennett,201903306,cast,Trent at 35,,,FALSE,20190330,44
Mikey Day,201903306,cast,Trent,,,FALSE,20190330,44
Alex Moffat,201903306,cast,Trent at 25,,,FALSE,20190330,44
Kyle Mooney,201903306,cast,Cam Thorton,,,FALSE,20190330,44
Sandra Oh,201903307,host,translator,,,FALSE,20190330,44
Beck Bennett,201903307,cast,Vladimir Putin,,3696.0,FALSE,20190330,44
Mikey Day,201903307,cast,general,,,FALSE,20190330,44
Heidi Gardner,201903307,cast,secretary,,,FALSE,20190330,44
Alex Moffat,201903307,cast,general,,,FALSE,20190330,44
Cecily Strong,201903307,cast,Tyana,,,FALSE,20190330,44
Bowen Yang,201903307,cast,Kim Jong-un,,3981.0,FALSE,20190330,44
Tame Impala,201903308,music,,,,FALSE,20190330,44
Darrell Hammond,201903309,cast,announcer,,,TRUE,20190330,44
Colin Jost,201903309,cast,,,,FALSE,20190330,44
Michael Che,201903309,cast,,,,FALSE,20190330,44
Cecily Strong,201903309,cast,Jeanine Pirro,,3571.0,FALSE,20190330,44
Aidy Bryant,201903309,cast,Anne McClain,,3982.0,FALSE,20190330,44
Beck Bennett,201903309,cast,Nick Hague,,3983.0,FALSE,20190330,44
Melissa Villasenor,201903309,cast,Christina Koch,,3984.0,FALSE,20190330,44
Sandra Oh,2019033010,host,Angela,,,FALSE,20190330,44
Beck Bennett,2019033010,cast,coworker,,,FALSE,20190330,44
Mikey Day,2019033010,cast,Brian,,,FALSE,20190330,44
Heidi Gardner,2019033010,cast,coworker,,,FALSE,20190330,44
Kate McKinnon,2019033010,cast,Louise,,,FALSE,20190330,44
Cecily Strong,2019033010,cast,coworker,,,FALSE,20190330,44
Kenan Thompson,2019033010,cast,Mark,,,FALSE,20190330,44
Sandra Oh,2019033011,host,friend,,,FALSE,20190330,44
Sandra Oh,2019033011,host,woman,,,FALSE,20190330,44
Aidy Bryant,2019033011,cast,woman,,,FALSE,20190330,44
Kate McKinnon,2019033011,cast,woman,,,FALSE,20190330,44
Ego Nwodim,2019033011,cast,woman,,,FALSE,20190330,44
Chris Redd,2019033011,cast,guy,,,FALSE,20190330,44
Cecily Strong,2019033011,cast,announcer,,,TRUE,20190330,44
Sandra Oh,2019033012,host,host,,,FALSE,20190330,44
Heidi Gardner,2019033012,cast,dancer,,,FALSE,20190330,44
Leslie Jones,2019033012,cast,Ida Mae Avery,,,FALSE,20190330,44
Alex Moffat,2019033012,cast,dancer,,,FALSE,20190330,44
Kyle Mooney,2019033012,cast,Lyle Woods,,,FALSE,20190330,44
Kenan Thompson,2019033012,cast,Jarvis Fillmore,,,FALSE,20190330,44
Tame Impala,2019033013,music,,,,FALSE,20190330,44
Sandra Oh,2019033014,host,Ms. H,,,FALSE,20190330,44
Aidy Bryant,2019033014,cast,Ms. Clark,,,FALSE,20190330,44
Pete Davidson,2019033014,cast,student,,,FALSE,20190330,44
Kate McKinnon,2019033014,cast,Mr. Romano,,,FALSE,20190330,44
Kyle Mooney,2019033014,cast,Brett,,,FALSE,20190330,44
Beck Bennett,201903091,cast,cameraman,,,FALSE,20190309,44
Leslie Jones,201903091,cast,Gayle King,,3977.0,FALSE,20190309,44
Chris Redd,201903091,cast,Darrell Johnson,,3975.0,FALSE,20190309,44
Kenan Thompson,201903091,cast,R. Kelly,,3976.0,FALSE,20190309,44
Idris Elba,201903092,host,,,,FALSE,20190309,44
Idris Elba,201903093,host,David,,,FALSE,20190309,44
Beck Bennett,201903093,cast,Lawrence,,,FALSE,20190309,44
Steve Higgins,201903093,cast,announcer,,,TRUE,20190309,44
Cecily Strong,201903093,cast,Jackie,,,FALSE,20190309,44
Kenan Thompson,201903093,cast,Danny Glands,,,FALSE,20190309,44
Beck Bennett,201903094,cast,announcer,,,TRUE,20190309,44
Mikey Day,201903094,cast,father,,,FALSE,20190309,44
Heidi Gardner,201903094,cast,mother,,,FALSE,20190309,44
Kate McKinnon,201903094,cast,Bok Bok,,,FALSE,20190309,44
Ego Nwodim,201903094,cast,mother,,,FALSE,20190309,44
Melissa Villasenor,201903094,cast,cashier,,,FALSE,20190309,44
Idris Elba,201903095,host,Charles,,,FALSE,20190309,44
Aidy Bryant,201903095,cast,Henriette,1081.0,,FALSE,20190309,44
Mikey Day,201903095,cast,Chris,,,FALSE,20190309,44
Heidi Gardner,201903095,cast,Crystal,1084.0,,FALSE,20190309,44
Leslie Jones,201903095,cast,Diane,,,FALSE,20190309,44
Kate McKinnon,201903095,cast,Nan,1085.0,,FALSE,20190309,44
Alex Moffat,201903095,cast,Brian,1082.0,,FALSE,20190309,44
Chris Redd,201903095,cast,Kevin,1083.0,,FALSE,20190309,44
Idris Elba,201903096,host,Bruce Banner,,,FALSE,20190309,44
Aidy Bryant,201903096,cast,911 operator,,,TRUE,20190309,44
Mikey Day,201903096,cast,police officer,,,FALSE,20190309,44
Ego Nwodim,201903096,cast,neighbor,,,FALSE,20190309,44
Chris Redd,201903096,cast,neighbor,,,FALSE,20190309,44
Cecily Strong,201903096,cast,Hulk,,,FALSE,20190309,44
Kenan Thompson,201903096,cast,security guard,,,FALSE,20190309,44
Melissa Villasenor,201903096,cast,cashier,,,FALSE,20190309,44
Idris Elba,201903097,host,Terry Mack,,,FALSE,20190309,44
Pete Davidson,201903097,cast,Maxwell,,,FALSE,20190309,44
Steve Higgins,201903097,cast,announcer,,,TRUE,20190309,44
Leslie Jones,201903097,cast,Tamika Williams,,3978.0,FALSE,20190309,44
Kate McKinnon,201903097,cast,Trish,,,FALSE,20190309,44
Chris Redd,201903097,cast,Donnell,,,FALSE,20190309,44
Cecily Strong,201903097,cast,Jane Sawyer,,,FALSE,20190309,44
Kenan Thompson,201903097,cast,Lionel Hodges,,,FALSE,20190309,44
Khalid,201903098,music,,,,FALSE,20190309,44
Darrell Hammond,201903099,cast,announcer,,,TRUE,20190309,44
Colin Jost,201903099,cast,,,,FALSE,20190309,44
Michael Che,201903099,cast,,,,FALSE,20190309,44
Heidi Gardner,201903099,cast,Baskin Johns,1057.0,,FALSE,20190309,44
Gwyneth Paltrow,201903099,cameo,Fifer James,,,FALSE,20190309,44
Pete Davidson,201903099,cast,,,,FALSE,20190309,44
Leslie Jones,201903099,cast,,,,FALSE,20190309,44
Idris Elba,2019030910,host,"David ""The Bruiser"" Kooseman",,,FALSE,20190309,44
Mikey Day,2019030910,cast,Peter Toppam,,,FALSE,20190309,44
Heidi Gardner,2019030910,cast,Anna Millaroon,,,FALSE,20190309,44
Steve Higgins,2019030910,cast,announcer,,,TRUE,20190309,44
Alex Moffat,2019030910,cast,Jeremy Feathers,,,FALSE,20190309,44
Ego Nwodim,2019030910,cast,Alicia Kooseman,,,FALSE,20190309,44
Melissa Villasenor,2019030910,cast,Rose,,,FALSE,20190309,44
Idris Elba,2019030911,host,The Great Rudolpho,,,FALSE,20190309,44
Leslie Jones,2019030911,cast,Sheila,,,FALSE,20190309,44
Kenan Thompson,2019030911,cast,Clarence,,,FALSE,20190309,44
Khalid,2019030912,music,,,,FALSE,20190309,44
Idris Elba,2019030913,host,Greg,,,FALSE,20190309,44
Beck Bennett,2019030913,cast,Alan,,,FALSE,20190309,44
Aidy Bryant,2019030913,cast,friend,,,FALSE,20190309,44
Mikey Day,2019030913,cast,patron,,,FALSE,20190309,44
Alex Moffat,2019030913,cast,friend,,,FALSE,20190309,44
Cecily Strong,2019030913,cast,friend,,,FALSE,20190309,44
Ben Stiller,201903021,cameo,Michael Cohen,,3877.0,FALSE,20190302,44
Bill Hader,201903021,cameo,Jim Jordan,,3963.0,FALSE,20190302,44
Heidi Gardner,201903021,cast,Jackie Speier,,3965.0,FALSE,20190302,44
Steve Higgins,201903021,cast,announcer,,,TRUE,20190302,44
Kate McKinnon,201903021,cast,Debbie Wasserman Schultz,,3621.0,FALSE,20190302,44
Alex Moffat,201903021,cast,Mark Meadows,,3964.0,FALSE,20190302,44
Kyle Mooney,201903021,cast,Paul Gosar,,3966.0,FALSE,20190302,44
Ego Nwodim,201903021,cast,woman,,,FALSE,20190302,44
Kenan Thompson,201903021,cast,Elijah Cummings,,3328.0,FALSE,20190302,44
Melissa Villasenor,201903021,cast,Alexandria Ocasio-Cortez,,3925.0,FALSE,20190302,44
John Mulaney,201903022,host,,,,FALSE,20190302,44
John Mulaney,201903023,host,Doug,,,FALSE,20190302,44
Bill Hader,201903023,cameo,Vince Blight,847.0,,FALSE,20190302,44
